time,x1,y1,x2,y2,x3,y3
18.920,1110.364,316.424,1146.947,109.461,1186.624,83.890
18.960,1108.344,320.603,1146.486,108.259,1185.464,85.421
19.000,1107.031,324.039,1145.611,106.546,1184.706,86.002
19.040,1106.315,326.188,1145.493,105.317,1184.706,86.002
19.080,1105.786,328.860,1145.067,102.095,1184.716,86.171
19.120,1104.958,331.490,1144.930,101.268,1184.711,86.280
19.160,1104.192,333.678,1144.193,97.781,1184.454,86.632
19.200,1103.749,335.036,1143.946,96.383,1184.266,86.234
19.240,1103.236,336.424,1143.773,95.395,1184.266,86.234
19.280,1102.873,337.961,1143.437,93.487,1184.246,85.982
19.320,1102.406,339.731,1143.201,91.396,1184.503,86.217
19.360,1102.397,341.223,1143.274,91.399,1184.422,85.299
19.400,1102.471,341.734,1142.982,89.604,1184.422,85.299
19.440,1102.272,342.483,1143.009,88.091,1184.182,84.651
19.480,1102.271,343.065,1142.908,86.695,1184.199,84.059
19.520,1103.262,345.433,1142.805,85.034,1184.904,84.264
19.560,1104.247,347.373,1142.871,84.373,1185.449,84.303
19.600,1104.457,348.803,1142.877,83.787,1186.243,84.880
19.640,1104.856,350.144,1142.816,83.236,1186.243,84.880
19.680,1105.041,351.368,1142.806,82.851,1187.090,85.031
19.720,1105.183,352.018,1142.590,79.880,1187.386,81.530
19.760,1105.287,352.517,1142.563,79.537,1188.733,77.667
19.800,1105.463,353.661,1142.431,78.600,1190.105,74.490
19.840,1105.545,353.655,1142.401,75.859,1191.393,71.504
19.880,1106.127,356.141,1142.401,75.859,1192.032,69.731
19.920,1107.509,355.625,1142.349,75.284,1192.428,68.208
19.960,1111.379,356.864,1142.310,74.812,1192.977,66.170
20.000,1114.770,358.690,1142.114,74.018,1192.861,66.057
20.040,nan,nan,1142.158,73.521,1193.463,64.424
20.080,nan,nan,1142.111,72.604,1193.553,63.747
20.120,nan,nan,1142.047,72.060,1193.525,62.047
20.160,nan,nan,1141.558,69.923,1194.248,59.603
20.200,nan,nan,1141.677,69.442,1194.275,58.949
20.240,nan,nan,1141.462,67.211,1194.646,57.806
20.280,nan,nan,1141.322,65.292,1194.802,57.405
20.320,nan,nan,1141.255,64.706,1194.802,57.405
20.360,nan,nan,1141.216,64.261,1196.599,56.026
20.400,nan,nan,1142.241,61.656,1201.456,56.608
20.440,nan,nan,1143.814,59.460,1207.264,58.040
20.480,nan,nan,1144.109,58.520,1213.290,59.000
20.520,1124.000,362.000,1145.748,55.000,1214.980,59.493
20.560,1124.008,360.691,1145.916,54.266,1217.353,59.866
20.600,1124.048,360.635,1146.439,52.817,1218.764,60.091
20.640,1124.050,359.750,1146.566,52.063,1219.848,60.325
20.680,1124.000,359.500,1146.603,51.718,1221.468,60.405
20.720,1124.109,359.348,1146.729,51.261,1224.073,61.042
20.760,1124.315,358.842,1146.729,51.261,1227.987,61.425
20.800,1123.194,355.496,1147.095,48.994,1228.241,61.486
20.840,nan,nan,1147.160,49.068,1230.231,61.923
20.880,nan,nan,1147.286,48.405,1237.690,63.087
20.920,1122.482,347.494,nan,nan,1240.423,63.490
20.960,1122.458,345.898,nan,nan,1242.673,64.106
21.000,1122.627,344.495,nan,nan,1247.198,67.693
21.040,1122.893,343.698,nan,nan,1250.657,69.571
21.080,1122.974,342.766,nan,nan,1255.342,71.422
21.120,1122.958,341.796,nan,nan,1257.894,72.314
21.160,1123.212,339.919,1155.150,42.644,1262.811,74.745
21.200,1123.426,339.038,1156.183,42.860,1273.331,79.729
21.240,1123.359,338.675,1159.512,43.164,1273.946,80.128
21.280,1123.960,337.100,1160.580,43.006,1275.983,81.219
21.320,1125.882,338.318,1161.561,43.037,1277.555,81.856
21.360,1126.422,337.021,1164.624,43.136,1279.775,83.065
21.400,1126.496,335.375,1165.326,43.117,1282.339,84.244
21.440,1126.878,333.312,1165.526,43.107,1284.193,85.146
21.480,1126.656,331.961,1167.988,43.393,1286.611,86.685
21.520,1126.706,330.729,1168.300,43.380,1289.023,88.084
21.560,1127.003,329.945,1176.800,44.358,1292.551,90.242
21.600,1126.789,329.943,1177.373,44.437,1295.771,92.244
21.640,1126.720,328.939,1178.816,44.580,1298.093,93.450
21.680,1122.478,325.403,1179.208,44.632,1301.457,95.346
21.720,nan,nan,1180.388,44.906,1304.069,96.707
21.760,1318.468,106.191,1180.924,45.056,1307.356,98.997
21.800,1319.709,107.109,1181.115,45.099,1309.203,99.675
21.840,1314.441,103.440,1181.306,45.259,1316.000,104.000
21.880,1309.174,99.771,1182.224,45.342,1322.460,108.850
21.920,1309.016,100.095,1184.058,45.916,1323.355,109.910
21.960,1107.061,298.311,1185.586,46.226,1323.851,110.621
22.000,1105.058,296.268,1187.199,46.749,1324.914,111.368
22.040,1104.554,294.009,1189.343,47.295,1325.641,111.959
22.080,1103.971,292.745,1189.196,47.307,1326.471,112.825
22.120,1103.461,290.488,1189.196,47.307,1327.223,113.406
22.160,1102.955,289.405,1189.775,47.632,1328.364,114.354
22.200,1102.737,287.584,1190.441,47.885,1329.271,114.957
22.240,1102.228,285.869,1191.615,48.302,1330.182,115.764
22.280,1101.506,284.612,1191.845,48.451,1330.911,117.477
22.320,1100.138,282.395,1192.517,48.812,1333.444,121.070
22.360,1099.735,280.685,1193.778,49.121,1336.244,125.242
22.400,1098.979,279.444,1196.425,50.023,1336.918,126.790
22.440,1098.440,278.879,1198.803,50.631,1337.739,128.102
22.480,1097.991,278.256,1199.628,50.882,1339.554,131.101
22.520,1097.591,277.664,1202.451,51.449,1339.966,131.882
22.560,1096.738,275.790,1202.831,51.456,1340.872,133.389
22.600,1096.010,275.855,1203.000,51.443,1341.519,133.766
22.640,1095.767,275.500,1203.000,51.443,1342.121,134.440
22.680,1095.501,275.070,1203.000,51.443,1342.162,134.559
22.720,1095.226,274.366,1203.902,51.553,1342.583,135.817
22.760,1095.062,274.116,1204.998,51.737,1341.878,135.992
22.800,1094.801,273.813,1207.025,53.051,1342.766,137.038
22.840,1094.460,273.388,1212.239,57.743,1342.392,137.467
22.880,1094.782,271.419,1217.537,59.812,1342.903,137.528
22.920,1095.643,269.643,1220.363,61.213,1342.779,137.561
22.960,1096.123,268.236,1221.257,61.919,1342.667,137.545
23.000,1096.350,267.675,1224.527,63.438,1341.376,137.064
23.040,1096.350,267.675,1234.435,68.315,1343.143,138.453
23.080,1096.430,267.606,1235.694,68.078,1345.577,140.983
23.120,1096.430,267.606,1237.683,68.790,1347.603,151.228
23.160,1096.877,267.909,1239.577,69.627,1348.031,155.632
23.200,1099.077,268.240,1241.099,70.210,1348.002,156.541
23.240,1100.672,268.960,1245.276,72.519,1347.948,157.151
23.280,1101.922,269.054,1247.978,73.708,1348.022,158.133
23.320,1102.578,269.203,1248.788,74.341,1347.905,159.780
23.360,1103.583,269.298,1249.711,74.967,1347.725,161.786
23.400,1104.893,269.381,1250.801,75.720,1347.628,162.316
23.440,1107.446,269.569,1253.097,76.605,1347.640,162.532
23.480,1108.000,269.511,1256.160,78.047,1347.643,163.063
23.520,1108.938,270.747,1257.598,78.607,1347.552,163.508
23.560,1111.188,274.259,1258.568,78.874,1347.409,164.388
23.600,1112.949,275.630,1260.051,79.804,1347.196,165.897
23.640,1114.516,277.565,1260.343,79.932,1347.318,167.215
23.680,1114.441,278.785,1262.147,80.739,1347.090,168.358
23.720,1114.494,280.185,1265.679,82.607,1346.852,169.312
23.760,1115.028,281.076,1267.065,83.307,1346.474,171.672
23.800,1115.069,281.767,1267.927,83.699,1346.160,173.465
23.840,nan,nan,1269.127,84.186,1346.028,175.266
23.880,1347.263,165.482,1270.653,84.544,1344.724,185.132
23.920,1116.830,284.395,1273.382,85.759,1344.534,185.813
23.960,1116.720,287.343,1278.593,91.871,1344.475,185.869
24.000,1116.938,291.400,1281.112,94.035,1344.249,186.998
24.040,1120.028,297.418,1287.147,99.135,1344.141,189.230
24.080,1120.675,301.750,1290.569,102.719,1344.034,190.580
24.120,1120.081,305.167,1293.776,106.492,1343.889,192.087
24.160,1120.252,307.742,1295.867,108.886,1343.810,193.412
24.200,1121.000,310.941,1298.030,111.772,1343.597,195.018
24.240,1121.484,313.748,1301.002,115.335,1343.407,197.068
24.280,1121.026,314.635,1303.576,118.904,1343.322,197.583
24.320,1121.511,316.161,1305.706,121.688,1343.239,199.444
24.360,1122.151,318.266,1306.987,123.162,1343.017,201.464
24.400,1122.101,319.265,1307.924,124.553,1342.875,202.840
24.440,1122.079,319.979,1310.349,128.052,1342.754,203.967
24.480,1122.099,322.000,1311.042,129.828,1342.202,209.492
24.520,nan,nan,1311.425,130.807,1342.073,210.389
24.560,nan,nan,1316.333,137.947,1341.951,211.482
24.600,1122.186,326.231,1319.518,142.355,1341.895,212.634
24.640,1122.667,328.201,1320.513,143.716,1341.775,214.250
24.680,1123.177,330.085,1321.310,145.024,1341.390,218.213
24.720,1123.637,331.015,1321.578,145.424,1341.049,218.995
24.760,1123.578,331.084,1322.692,146.854,1340.951,219.751
24.800,1123.911,331.817,1323.546,148.080,1340.433,222.865
24.840,1123.794,332.079,1324.033,148.537,1340.142,224.297
24.880,1123.960,332.418,1324.932,149.766,1339.789,225.322
24.920,1124.287,333.308,1326.351,151.585,1339.688,225.872
24.960,1124.283,333.477,1328.917,155.086,1339.499,226.797
25.000,1124.330,333.820,1331.199,158.421,1339.307,227.309
25.040,1124.378,333.959,1332.210,159.657,1339.265,227.599
25.080,1124.561,335.197,1334.090,163.052,1338.673,230.731
25.120,1125.014,336.261,1336.521,166.831,1338.558,231.138
25.160,1123.857,338.333,1337.832,168.737,1338.557,231.498
25.200,1123.859,340.222,1338.454,169.902,1338.199,232.930
25.240,1124.274,341.788,1339.333,171.221,1338.065,236.043
25.280,1124.438,343.202,1341.310,174.286,1338.130,236.085
25.320,1124.630,344.680,1342.711,176.538,1338.384,236.220
25.360,1122.907,344.820,1346.236,181.861,1338.384,236.220
25.400,nan,nan,1346.236,181.861,1338.384,236.220
25.440,nan,nan,1346.561,182.486,1338.532,236.380
25.480,nan,nan,1346.762,183.020,1338.532,236.380
25.520,nan,nan,1346.857,183.289,1339.646,236.601
25.560,nan,nan,1346.376,182.784,1341.657,236.955
25.600,nan,nan,1346.821,183.409,1342.281,236.827
25.640,1117.429,369.401,1346.735,183.790,1343.056,236.833
25.680,1117.311,369.705,1346.648,183.938,1344.070,236.971
25.720,1117.243,374.312,1346.568,183.987,1344.070,236.971
25.760,1117.152,373.976,1345.882,184.418,1345.438,235.565
25.800,1116.329,374.613,1343.941,187.575,1346.499,234.276
25.840,nan,nan,1342.995,189.506,1347.483,233.108
25.880,1108.190,382.609,1340.887,193.527,1347.134,232.099
25.920,1105.978,387.855,1336.967,201.133,1347.938,231.431
25.960,1104.075,391.792,1336.430,201.985,1347.791,230.793
26.000,1103.446,393.290,1336.132,202.040,1347.287,230.232
26.040,1101.548,398.703,1335.138,203.646,1350.183,227.230
26.080,1099.779,401.876,1334.108,205.306,1350.286,226.738
26.120,1098.891,404.562,1333.158,206.887,1350.484,225.701
26.160,1098.137,406.517,1332.472,207.991,1348.870,224.870
26.200,1097.922,407.377,1332.179,208.640,1348.357,223.000
26.240,1097.495,408.274,1331.357,209.547,1349.127,220.732
26.280,1097.391,409.213,1330.094,211.210,1349.676,219.093
26.320,1097.300,409.370,1328.114,214.602,1350.517,217.259
26.360,1096.961,411.365,1327.321,216.380,1350.947,216.115
26.400,1096.578,412.409,1325.296,220.617,1351.497,214.565
26.440,1096.295,413.772,1324.796,221.624,1351.679,213.119
26.480,1096.083,414.347,1324.458,222.592,1353.266,208.417
26.520,1097.867,415.267,1324.370,222.994,1353.383,208.146
26.560,1099.622,416.714,1324.059,224.040,1353.383,208.146
26.600,1100.961,417.658,1323.559,225.718,1353.444,207.260
26.640,1101.440,417.874,1323.537,226.025,1353.442,205.954
26.680,1102.803,419.305,1323.322,226.592,1353.388,205.669
26.720,1103.610,420.805,1323.059,227.471,1353.516,204.491
26.760,1103.943,421.195,1323.107,227.690,1353.368,203.522
26.800,1106.219,424.346,1323.107,227.690,1352.155,199.232
26.840,1106.312,424.554,1323.107,227.690,1352.048,193.621
26.880,1106.618,424.984,1323.113,227.915,1352.036,191.851
26.920,1107.470,426.327,1323.050,228.125,1352.405,183.591
26.960,1109.363,429.373,1323.070,228.072,1352.420,182.350
27.000,1112.640,429.710,1323.189,227.875,1352.281,179.871
27.040,1115.739,431.192,1323.224,227.807,1352.137,178.983
27.080,1117.745,432.782,1323.107,228.025,1352.005,177.802
27.120,1119.143,433.770,1323.107,228.025,1352.640,174.046
27.160,1118.185,434.364,1321.929,231.049,1352.607,173.189
27.200,1117.625,440.536,1318.642,231.923,1352.073,172.165
27.240,1116.919,444.634,1315.744,231.462,1352.035,171.943
27.280,1116.737,448.133,1314.858,231.330,1351.802,171.464
27.320,1116.663,452.511,1312.783,231.093,1351.274,168.079
27.360,1116.568,454.531,1310.153,231.040,1351.321,164.503
27.400,1116.558,456.570,1308.762,230.781,1351.328,163.493
27.440,1116.787,457.730,1304.438,230.468,1351.364,157.542
27.480,1117.242,458.903,1303.646,230.449,1350.109,155.101
27.520,1117.013,459.387,1303.333,230.470,1349.743,156.152
27.560,1116.568,460.565,1302.944,230.481,1346.272,139.010
27.600,1116.883,460.751,1302.944,230.481,1347.039,134.953
27.640,1118.178,459.554,1301.593,230.861,1346.475,133.297
27.680,1120.966,459.232,1301.467,230.871,1345.918,131.680
27.720,1124.688,459.457,1301.467,230.871,1345.371,130.405
27.760,1124.715,459.416,1301.467,230.871,1345.279,128.998
27.800,1124.539,459.357,1299.720,230.583,1344.986,124.428
27.840,1124.539,459.357,nan,nan,1344.753,122.974
27.880,1124.498,458.751,nan,nan,1344.657,120.393
27.920,1124.192,458.631,nan,nan,1344.499,119.367
27.960,1124.453,457.911,nan,nan,1343.573,117.711
28.000,1124.614,457.442,nan,nan,1343.083,116.426
28.040,1126.319,452.824,nan,nan,1342.802,115.111
28.080,1126.424,448.398,nan,nan,1342.510,113.193
28.120,1126.974,444.745,nan,nan,1342.017,112.175
28.160,1127.723,441.375,1340.952,123.170,1341.717,106.922
28.200,1127.732,438.478,1340.952,123.170,1341.462,106.026
28.240,1128.228,434.931,1340.508,123.075,1341.465,104.612
28.280,1128.639,432.378,nan,nan,1341.406,103.994
28.320,1126.255,429.110,nan,nan,1340.513,101.533
28.360,1123.757,423.129,nan,nan,1338.302,98.846
28.400,1123.225,418.064,nan,nan,1337.494,96.060
28.440,1122.041,413.088,nan,nan,1336.537,92.627
28.480,1121.818,409.156,nan,nan,1335.863,88.937
28.520,1121.800,403.333,nan,nan,1335.626,87.249
28.560,1121.127,399.920,nan,nan,1335.598,86.893
28.600,1121.064,397.654,nan,nan,1335.445,86.927
28.640,1120.958,396.250,nan,nan,1335.441,86.450
28.680,1120.040,393.294,nan,nan,1335.296,86.123
28.720,1119.941,391.594,nan,nan,1335.362,84.741
28.760,1119.433,390.246,nan,nan,1335.346,84.196
28.800,nan,nan,nan,nan,1335.343,83.847
28.840,nan,nan,nan,nan,1335.361,83.412
28.880,nan,nan,nan,nan,1335.401,83.172
28.920,1116.857,378.667,nan,nan,1336.073,82.275
28.960,1116.381,375.251,nan,nan,1336.150,81.167
29.000,1115.413,372.587,nan,nan,1336.564,80.234
29.040,1114.848,370.101,nan,nan,1337.429,76.908
29.080,1114.398,368.641,nan,nan,1337.078,76.679
29.120,1114.516,369.005,nan,nan,1337.275,76.561
29.160,1114.128,367.121,nan,nan,1337.462,76.341
29.200,1113.678,364.896,nan,nan,1337.517,76.484
29.240,1113.342,363.798,nan,nan,1337.335,76.973
29.280,1112.527,357.613,nan,nan,1337.608,75.844
29.320,1112.558,357.124,nan,nan,1337.868,75.211
29.360,1112.521,356.727,nan,nan,1338.733,73.838
29.400,1112.420,355.914,nan,nan,1339.470,73.266
29.440,1111.542,355.419,nan,nan,1339.783,72.821
29.480,1111.089,354.943,nan,nan,1339.937,72.525
29.520,1111.052,354.899,nan,nan,1339.997,72.653
29.560,1111.052,354.899,nan,nan,1339.987,72.642
29.600,1110.371,353.940,nan,nan,1340.455,72.240
29.640,1110.175,353.541,nan,nan,1340.527,72.118
29.680,1109.652,352.994,nan,nan,1340.494,72.160
29.720,1109.159,352.494,nan,nan,1340.536,72.033
29.760,1109.159,352.494,nan,nan,1340.738,71.793
29.800,1109.139,352.416,nan,nan,1340.956,71.188
29.840,1109.398,352.356,nan,nan,1341.588,69.677
29.880,1109.528,352.513,nan,nan,1342.186,68.258
29.920,1109.528,352.513,nan,nan,1342.516,67.589
29.960,1109.431,351.686,nan,nan,1343.229,66.646
30.000,1109.725,348.824,nan,nan,1342.856,67.158
30.040,1110.496,344.124,nan,nan,1342.689,67.127
30.080,1111.312,341.407,nan,nan,1342.609,67.207
30.120,1111.934,338.512,nan,nan,1342.494,67.320
30.160,1112.023,337.988,nan,nan,1342.385,67.299
30.200,1112.288,334.758,nan,nan,1342.318,67.261
30.240,1112.540,334.194,nan,nan,1342.497,66.804
30.280,1112.748,332.472,nan,nan,1342.497,66.804
30.320,1112.694,330.902,nan,nan,1342.129,64.757
30.360,1112.685,330.711,nan,nan,1342.966,61.279
30.400,1112.621,327.468,nan,nan,1342.933,61.900
30.440,1112.640,323.274,nan,nan,1342.811,61.756
30.480,1112.570,321.493,nan,nan,1342.737,61.554
30.520,1112.486,319.475,nan,nan,1342.737,61.554
30.560,1112.183,317.209,nan,nan,1342.661,61.447
30.600,1112.037,314.670,nan,nan,1342.546,60.842
30.640,1111.832,313.755,nan,nan,1342.459,60.823
30.680,1111.943,313.523,nan,nan,1342.286,59.407
30.720,1111.842,312.864,nan,nan,1341.348,55.209
30.760,1111.628,311.828,nan,nan,1341.550,52.044
30.800,1111.623,311.887,nan,nan,1341.660,52.228
30.840,1111.611,311.799,nan,nan,1341.750,52.523
30.880,1110.996,309.604,nan,nan,1341.598,53.441
30.920,1108.094,307.840,nan,nan,1341.860,51.636
30.960,1104.738,305.222,nan,nan,1342.251,56.071
31.000,1102.444,301.702,nan,nan,1341.650,54.876
31.040,1101.316,300.129,nan,nan,1342.126,55.426
31.080,1100.100,297.814,nan,nan,1341.855,54.765
31.120,1098.549,294.173,nan,nan,1341.834,54.894
31.160,1098.286,293.075,nan,nan,1341.823,54.837
31.200,1098.135,292.620,nan,nan,1341.823,54.837
31.240,1097.611,290.793,nan,nan,1315.000,53.000
31.280,1097.357,290.069,nan,nan,1279.772,52.678
31.320,1097.167,289.405,nan,nan,1260.933,52.283
31.360,1096.898,288.315,nan,nan,1248.243,52.509
31.400,1096.877,286.803,nan,nan,1245.546,52.368
31.440,1096.645,284.025,nan,nan,1243.086,52.221
31.480,1096.490,282.699,nan,nan,1240.327,52.207
31.520,1096.465,282.349,nan,nan,1236.934,52.037
31.560,1096.693,280.830,nan,nan,1234.457,50.676
31.600,1096.956,279.672,nan,nan,1232.922,50.332
31.640,1097.042,279.050,nan,nan,1231.669,49.608
31.680,1097.383,277.787,nan,nan,1230.983,49.816
31.720,1097.670,275.927,nan,nan,1229.594,49.998
31.760,1097.816,274.906,nan,nan,1225.896,50.160
31.800,1098.022,273.839,nan,nan,1225.259,49.655
31.840,1098.171,273.547,nan,nan,1225.451,49.056
31.880,1100.889,270.685,nan,nan,1225.504,48.934
31.920,1101.562,269.717,nan,nan,1224.765,48.741
31.960,1102.454,268.590,nan,nan,1224.425,48.560
32.000,1102.545,268.424,nan,nan,1223.977,48.499
32.040,1102.524,268.262,nan,nan,1224.135,48.370
32.080,1103.912,266.425,nan,nan,1223.797,48.381
32.120,1105.027,265.257,nan,nan,1223.540,48.364
32.160,1105.027,265.257,nan,nan,1223.450,48.287
32.200,1105.079,265.167,nan,nan,1221.977,48.697
32.240,1105.129,265.133,nan,nan,1221.288,48.506
32.280,1105.224,265.082,nan,nan,1220.892,48.250
32.320,1105.353,265.116,nan,nan,1220.209,48.503
32.360,1106.098,265.065,nan,nan,1220.427,48.310
32.400,1107.481,265.049,nan,nan,1220.486,48.277
32.440,1108.094,265.021,nan,nan,1220.422,48.293
32.480,1108.655,264.959,nan,nan,1218.605,48.452
32.520,1108.790,265.056,nan,nan,1218.546,48.431
32.560,1109.025,265.462,nan,nan,1218.504,48.394
32.600,1109.114,266.196,nan,nan,1218.204,48.432
32.640,1109.378,266.183,nan,nan,1218.181,48.181
32.680,1108.764,265.876,nan,nan,1218.181,48.181
32.720,1108.478,266.066,nan,nan,1217.963,48.060
32.760,1108.321,266.317,nan,nan,1217.905,47.924
32.800,1108.321,266.317,nan,nan,1217.635,47.848
32.840,1108.321,266.317,nan,nan,1217.357,47.819
32.880,1108.245,266.333,nan,nan,1217.370,47.534
32.920,1108.189,266.363,nan,nan,1217.191,47.554
32.960,1108.269,266.280,nan,nan,1217.092,47.513
33.000,1108.020,266.747,nan,nan,1216.817,47.188
33.040,1108.020,266.747,nan,nan,1216.204,47.406
33.080,1108.020,266.747,nan,nan,1215.808,47.495
33.120,1108.746,266.583,nan,nan,1215.284,47.517
33.160,1109.316,266.420,nan,nan,1214.718,47.609
33.200,1110.407,266.649,nan,nan,1214.237,47.711
33.240,1109.184,266.846,nan,nan,1212.981,48.094
33.280,1108.804,266.612,nan,nan,1212.308,48.205
33.320,1108.680,265.887,nan,nan,1211.803,48.339
33.360,1107.263,266.160,nan,nan,1210.702,48.380
33.400,1104.727,267.399,nan,nan,1209.826,48.583
33.440,1100.944,267.158,nan,nan,1207.000,49.757
33.480,1097.793,266.222,nan,nan,1206.294,49.825
33.520,1097.125,266.361,nan,nan,1205.335,49.868
33.560,1096.330,266.280,nan,nan,1204.455,50.037
33.600,1095.792,266.222,nan,nan,1202.814,50.452
33.640,1095.163,266.228,nan,nan,1202.250,50.768
33.680,1094.833,267.194,nan,nan,1201.376,50.973
33.720,1093.262,268.578,nan,nan,1198.758,51.943
33.760,1090.255,268.830,nan,nan,1197.760,52.217
33.800,1084.310,268.409,nan,nan,1196.083,52.891
33.840,1082.707,268.243,nan,nan,1195.379,52.974
33.880,1080.989,268.019,nan,nan,1195.160,53.080
33.920,1080.040,268.011,nan,nan,1194.734,53.219
33.960,1079.758,268.083,nan,nan,1194.192,53.425
34.000,1079.523,268.180,nan,nan,1193.704,53.522
34.040,1078.806,268.037,nan,nan,1192.963,53.628
34.080,1077.831,267.776,nan,nan,1192.615,53.599
34.120,1076.854,267.433,nan,nan,1192.173,53.767
34.160,1076.923,267.525,nan,nan,1191.510,54.046
34.200,1076.733,267.467,nan,nan,1190.885,54.330
34.240,1076.377,267.395,nan,nan,1190.500,54.633
34.280,1076.377,267.395,nan,nan,1189.810,55.149
34.320,1076.236,267.326,nan,nan,1188.345,56.493
34.360,1073.865,267.839,nan,nan,1188.248,57.062
34.400,1072.545,268.697,nan,nan,1188.132,57.235
34.440,1071.337,268.977,nan,nan,1188.087,57.313
34.480,1071.207,268.958,nan,nan,1187.036,58.292
34.520,1070.835,268.979,nan,nan,1186.765,58.612
34.560,1070.455,268.980,nan,nan,1186.377,59.598
34.600,1070.268,268.966,nan,nan,1186.213,59.769
34.640,1069.922,268.988,nan,nan,1185.868,60.063
34.680,1069.183,268.950,nan,nan,1185.868,60.063
34.720,1068.038,268.888,nan,nan,1185.813,60.328
34.760,1067.170,268.772,nan,nan,1185.730,60.446
34.800,1066.256,268.766,1260.347,122.093,1185.508,60.709
34.840,1065.241,268.767,1260.288,122.065,1185.194,61.075
34.880,1064.401,268.660,1259.961,121.382,1184.645,61.958
34.920,1061.338,265.692,1259.961,121.382,1184.084,62.712
34.960,1059.932,264.275,1259.667,121.191,1183.243,63.891
35.000,1058.171,263.868,1259.702,121.382,1182.499,65.083
35.040,nan,nan,1259.404,120.938,1182.152,65.913
35.080,nan,nan,1259.367,120.921,1181.811,66.813
35.120,1048.707,265.755,1258.904,120.563,1180.434,69.333
35.160,1047.551,265.732,1258.904,120.563,1179.776,70.048
35.200,1047.081,265.801,1258.733,120.393,1179.089,71.047
35.240,1047.081,265.801,1258.683,120.231,1178.864,71.424
35.280,1046.085,265.873,1258.646,120.276,1178.298,72.033
35.320,1045.547,265.733,1258.607,120.230,1177.888,72.449
35.360,1043.786,265.722,1258.607,120.230,1177.156,72.912
35.400,1042.215,265.674,1258.564,120.182,1176.439,72.928
35.440,nan,nan,1258.607,120.230,1176.112,73.264
35.480,1035.270,272.107,1258.607,120.230,1175.727,73.476
35.520,1034.394,273.727,1258.198,119.895,1175.182,74.041
35.560,1033.660,275.073,1258.198,119.895,1174.367,74.757
35.600,1032.625,276.222,1257.785,119.486,1173.815,74.971
35.640,nan,nan,1257.669,119.355,1173.460,74.948
35.680,nan,nan,1257.377,119.104,1173.453,74.820
35.720,1031.148,278.081,1257.497,119.221,1172.750,74.236
35.760,1031.148,278.081,1256.711,118.501,1169.814,74.372
35.800,1029.398,279.462,1256.357,118.045,1168.294,73.678
35.840,1028.667,280.417,1256.367,117.899,1166.312,73.692
35.880,1028.660,279.860,1256.272,117.843,1165.458,73.617
35.920,1027.725,280.250,1256.042,117.638,1164.624,73.394
35.960,1027.725,280.250,1255.212,116.972,1163.430,73.119
36.000,nan,nan,1255.267,116.972,1162.525,72.944
36.040,1027.521,280.806,1255.323,116.978,1161.551,72.710
36.080,nan,nan,1255.173,116.783,1160.874,72.565
36.120,nan,nan,1255.173,116.783,1160.523,72.463
36.160,nan,nan,1255.193,116.711,1159.888,72.179
36.200,nan,nan,1254.946,116.410,1159.316,72.019
36.240,nan,nan,1254.917,116.456,1159.178,71.831
36.280,nan,nan,1253.170,116.063,1158.079,71.780
36.320,nan,nan,1252.727,116.520,1157.078,71.677
36.360,nan,nan,1253.185,116.755,1156.725,71.361
36.400,nan,nan,1252.630,116.606,1156.575,71.318
36.440,nan,nan,1252.761,116.586,1155.488,71.398
36.480,nan,nan,1252.085,116.483,1155.013,71.434
36.520,nan,nan,1250.343,116.176,1154.323,71.538
36.560,nan,nan,1249.155,115.997,1152.359,71.752
36.600,nan,nan,1249.187,115.904,1150.085,73.633
36.640,nan,nan,1248.987,115.858,1150.362,75.555
36.680,nan,nan,1248.762,115.684,1150.323,76.270
36.720,nan,nan,1248.540,115.765,1149.966,77.497
36.760,nan,nan,1248.183,115.570,1150.022,77.894
36.800,nan,nan,1248.122,115.557,1149.883,78.333
36.840,nan,nan,1248.012,115.648,1149.842,78.451
36.880,nan,nan,1247.417,115.341,1148.950,81.079
36.920,nan,nan,1247.242,115.314,1148.919,81.122
36.960,nan,nan,1246.823,115.331,1148.919,81.122
37.000,nan,nan,1246.706,115.336,1148.194,83.093
37.040,nan,nan,1246.706,115.336,1148.140,83.282
37.080,nan,nan,1246.706,115.336,1148.079,83.701
37.120,nan,nan,1246.706,115.336,1147.500,84.994
37.160,nan,nan,1246.688,115.362,1146.720,86.051
37.200,nan,nan,1246.688,115.362,1146.465,86.243
37.240,nan,nan,1246.660,115.340,1145.481,88.044
37.280,nan,nan,1246.490,115.267,1145.020,87.031
37.320,nan,nan,1246.490,115.267,1144.827,86.609
37.360,nan,nan,1246.303,115.232,1144.221,86.395
37.400,nan,nan,1246.372,115.098,1143.762,86.287
37.440,nan,nan,1246.219,115.063,1143.875,85.735
37.480,nan,nan,1246.219,114.960,1143.899,85.648
37.520,nan,nan,1245.594,114.545,1143.744,85.730
37.560,nan,nan,1244.319,114.264,1143.694,85.805
37.600,nan,nan,1243.351,114.107,1143.349,86.347
37.640,nan,nan,1242.479,113.963,1143.087,86.711
37.680,nan,nan,1241.460,113.808,1142.903,86.790
37.720,nan,nan,1240.295,113.722,1142.829,87.036
37.760,nan,nan,1239.175,113.561,1142.611,87.314
37.800,nan,nan,1238.930,113.491,1142.457,88.080
37.840,nan,nan,1238.643,113.459,1142.681,89.505
37.880,nan,nan,1239.461,113.574,1142.642,89.620
