   -2.18298,    3.98485,    2.22274,   -0.06730,   -1.51951,   -1.39137,    7.72988,    1.84534
   -1.11986,    2.15326,    5.14124,    0.34635,   -0.26647,   -0.08019,   -1.04122,   -4.41950
    1.53733,   -1.72440,   -2.37358,   -0.10280,    0.04884,   -0.22970,    1.78672,    0.03401
